,Category,Sub Category,Brand Name,Product Rating,Product Name,Name,Weight,MRP/Unit,Qnty,Unit Qnty,Cost Price,Product ID
608,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,4,MAGGI FUSIAN SWEET CHILI 73g,MAGGI FUSIAN SWEET CHILI ,73g,20.0,6.0,1.0,97.38,202212612.0
609,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Maggi,3,MAGGI HOT & SWEET SAUCE 200g,MAGGI HOT & SWEET SAUCE ,200g,62.0,3.0,1.0,151.95,202212613.0
610,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,4,MAGGI MSL NOODLES 140 gm,MAGGI MSL NOODLES ,140 gm,24.0,48.0,1.0,929.76,202212614.0
611,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,2,MAGGI MSL NOODLES 140 gm,MAGGI MSL NOODLES ,140 gm,24.0,48.0,1.0,929.76,202212615.0
612,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,3,MAGGI MSL NOODLES 280 gm,MAGGI MSL NOODLES ,280 gm,0.0,24.0,1.0,904.32,202212616.0
613,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,2,MAGGI MSL NOODLES 420 gm,MAGGI MSL NOODLES ,420 gm,68.0,9.0,1.0,501.3,202212617.0
614,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,2,MAGGI MSL NOODLES 560 gm,MAGGI MSL NOODLES ,560 gm,91.0,5.0,1.0,372.7,202212618.0
615,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,2,MAGGI MSL NOODLES 70 gm,MAGGI MSL NOODLES ,70 gm,12.0,96.0,1.0,933.12,202212619.0
616,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,2,MAGGI MSL NOODLES 70 gm,MAGGI MSL NOODLES ,70 gm,12.0,94.0,1.0,913.68,202212620.0
617,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,1,MAGGI NOODLES SPECIL MSL70 gm,MAGGI NOODLES SPECIL MSL,70 gm,15.0,6.0,1.0,73.74,202212621.0
618,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,2,MAGGI PAZZTA CHZ TOMATO 64g,MAGGI PAZZTA CHZ TOMATO ,64g,25.0,7.0,1.0,147.35,202212622.0
619,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,3,MAGGI PAZZTA MASALA 65g,MAGGI PAZZTA MASALA ,65g,25.0,6.0,1.0,126.3,202212623.0
620,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,2,MAGGI TOMATO SAUCE 500g,MAGGI TOMATO SAUCE ,500g,102.0,2.0,1.0,175.14,202212624.0
621,"Food Grains, Oli and Masala",Cooking & Seasoning Edible Oils,Mahakosh,3,MAHAKOSH SOY OIL 1l PP,MAHAKOSH SOY OIL ,1l PP,152.0,5.0,1.0,480.95,202212625.0
622,Gourmet Foods,Cookies and Biscuits,Mcvities,2,MCVITIES DIGESTIVE 1 kg,MCVITIES DIGESTIVE ,1 kg,159.0,2.0,1.0,213.96,202212627.0
623,Gourmet Foods,Cookies and Biscuits,Mcvities,3,MCVITIES DIGESTIVE100g,MCVITIES DIGESTIVE,100g,20.0,2.0,1.0,123.26,202212628.0
624,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,2,MDH BLACK PEPPER PWD 100 gm,MDH BLACK PEPPER PWD ,100 gm,130.0,10.0,1.0,928.5,202212629.0
625,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,1,MDH CHANA MASALA 100 gm,MDH CHANA MASALA ,100 gm,63.0,9.0,1.0,478.26,202212630.0
626,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,1,MDH CUMIN PWD 100 gm,MDH CUMIN PWD ,100 gm,68.0,6.0,1.0,349.74,202212631.0
627,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,1,MDH DAL MAKHNI MSLA 100g,MDH DAL MAKHNI MSLA ,100g,61.0,10.0,1.0,428.6,202212632.0
628,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,2,MDH DEGGI MIRCH PWD 100g,MDH DEGGI MIRCH PWD ,100g,65.0,10.0,1.0,428.6,202212633.0
629,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,3,MDH KITCHEN KING MASALA 100 gm,MDH KITCHEN KING MASALA ,100 gm,67.0,10.0,1.0,478.6,202212634.0
630,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,4,MDH PAV BHAJI MASALA 100 gm,MDH PAV BHAJI MASALA ,100 gm,64.0,5.0,1.0,274.3,202212635.0
631,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,2,MDH RAJMA MASALA 100 gm,MDH RAJMA MASALA ,100 gm,63.0,10.0,1.0,435.7,202212636.0
632,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,3,MDH SAMBAR MASALA 100 gm,MDH SAMBAR MASALA ,100 gm,62.0,10.0,1.0,442.8,202212637.0
633,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Mdh,2,MDH SHAHI PANER MSLA100g,MDH SHAHI PANER MSLA,100g,80.0,10.0,1.0,571.4,202212638.0
634,Beauty,Skin Care,Medimix,1,MEDIMIX FACE WASH ESEN HERB 100 ml,MEDIMIX FACE WASH ESEN HERB ,100 ml,115.0,7.0,1.0,341.04,202212639.0
635,Beauty,Skin Care,Medimix,3,MEDIMIX SOAP 125*3,MEDIMIX SOAP ,125*3,105.0,3.0,1.0,238.35,202212640.0
636,Beauty,Skin Care,Medimix,3,MEDIMIX SOAP GLY OIL 125g*4+1,MEDIMIX SOAP GLY OIL ,125g*4+1,220.0,4.0,1.0,605.36,202212641.0
637,Beauty,Skin Care,Medimix,4,MEDIMIX SOAP SANDAL 125g4+1,MEDIMIX SOAP SANDAL ,125g4+1,220.0,3.0,1.0,499.41,202212642.0
638,Hygiene and Beauty,Oral Care,Meswak,3,MESWAK ORAL CARE 22 gm,MESWAK ORAL CARE ,22 gm,10.0,2.0,1.0,101.7,202212643.0
639,Hygiene and Beauty,Oral Care,Meswak,4,MESWAK T.PASTE 200 gm,MESWAK T.PASTE ,200 gm,97.0,6.0,1.0,432.9,202212644.0
640,"Food Grains, Oli and Masala",Ghee,Milkfood,3,MILKFOOD GHEE 500 ml CEKA,MILKFOOD GHEE ,500 ml CEKA,252.0,6.0,1.0,1060.74,202212645.0
641,Other,Oral Hygiene Suppliments,Mint,1,MINT-O GOL MINT CHEWS700g,MINT-O GOL MINT CHEWS,700g,200.0,1.0,1.0,154.59,202212646.0
642,Beverages,Fruit Juices,Minute,1,MINUTE MAID PULPY ORANGE 400ml,MINUTE MAID PULPY ORANGE ,400ml,35.0,24.0,1.0,549.12,202212647.0
643,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Mr. Muscle,2,MR. MUSCLE GLAS CNR TRIGGERR 500ml/24I,MR. MUSCLE GLAS CNR TRIGGERR ,500ml/24I,89.0,3.0,1.0,202.05,202212648.0
644,Household ,Devotional Puja Items,Moksh,4,MOKSH AGRBTI CELEBRTION BOX 60g,MOKSH AGRBTI CELEBRTION BOX ,60g,150.0,1.0,1.0,94.28,202212649.0
645,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Moov,5,MOOV PAIN RELIEVER-50 gm,MOOV PAIN RELIEVER-,50 gm,169.0,6.0,1.0,711.48,202212650.0
646,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Moov,4,MOOV SPRAY 35 gm,MOOV SPRAY ,35 gm,130.0,2.0,1.0,201.86,202212651.0
647,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Moov,4,MOOV SPRAY 80 ml,MOOV SPRAY ,80 ml,240.0,2.0,1.0,341.94,202212652.0
648,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Morison's,3,MORISON'S GERMKILL SPRAY 150ml,MORISON'S GERMKILL SPRAY ,150ml,210.0,2.0,1.0,291.74,202212653.0
649,Household ,Rodent Killer,Mortein,3,MORT.POWERGARD RATKILL 100g,MORT.POWERGARD RATKILL ,100g,64.0,10.0,1.0,484.3,202212654.0
650,Household ,Insect Repellent,Mortein,4,MORTEIN SMRTMCHN+RFL45ml COMBI,MORTEIN SMRTMCHN+RFL,45ml COMBI,149.0,3.0,1.0,338.25,202212655.0
651,"Food Grains, Oli and Masala",Cooking Paste,Mother's,4,MOTHER'S TAMRIND PASTE 200g,MOTHER'S TAMRIND PASTE ,200g,50.0,3.0,1.0,122.28,202212656.0
652,Beverages,Cold Drinks,Mountain,5,MOUNTAIN DEW 750 ml,MOUNTAIN DEW ,750 ml,40.0,5.0,1.0,132.15,202212657.0
653,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Mr,4,MR.MUSCLE 5IN1TOILT CLNR 500 ml,MR.MUSCLE ,5IN1TOILT CLNR 500 ml,75.0,3.0,1.0,162.57,202212658.0
654,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Mr,5,MR.MUSCLE+CITRUS FLOOR CLNR 1l,MR.MUSCLE+CITRUS FLOOR CLNR ,1l,172.0,1.0,1.0,111.86,202212659.0
655,Pickles ,"Chutney Powders, Pickles ",Mother's ,5,MOTHER'S RECIPIE GARLIC PASTE 400 gm,MOTHER'S RECIPIE GARLIC PASTE ,400 gm,115.0,3.0,1.0,280.02,202212660.0
656,Pickles ,"Chutney Powders, Pickles ",Mother's ,3,MOTHER'S RECIPE GREEN CHILLY PASTE 400g,MOTHER'S RECIPE GREEN CHILLY PASTE ,400g,110.0,3.0,1.0,267.84,202212661.0
657,Pickles ,"Chutney Powders, Pickles ",Mother's ,4,MOTHER'S RECIPIE RED CHILLI SAUCE 400g,MOTHER'S RECIPIE RED CHILLI SAUCE ,400g,135.0,3.0,1.0,280.02,202212662.0
658,"Food Grains, Oli and Masala",Instant Staple Mix,Mtr,5,MTR INST. DOSA MIX 500g,MTR INST. DOSA MIX ,500g,120.0,3.0,1.0,251.88,202212663.0
659,"Food Grains, Oli and Masala",Instant Staple Mix,Mtr,4,MTR INST. RAVA DOSA MIX 500g,MTR INST. RAVA DOSA MIX ,500g,120.0,3.0,1.0,251.91,202212664.0
660,"Food Grains, Oli and Masala",Instant Staple Mix,Mtr,4,MTR INST. RICE IDLI MIX 500g,MTR INST. RICE IDLI MIX ,500g,0.0,3.0,1.0,251.91,202212665.0
661,"Food Grains, Oli and Masala",Instant Staple Mix,Mtr,3,MTR INST. UTTAPPAM MIX 500g,MTR INST. UTTAPPAM MIX ,500g,120.0,3.0,1.0,277.35,202212666.0
662,"Food Grains, Oli and Masala",Instant Staple Mix,Mtr,4,MTR MASALA UPMA 60 g,MTR MASALA UPMA ,60 g,20.0,11.0,1.0,169.4,202212667.0
663,"Food Grains, Oli and Masala",Instant Staple Mix,Mtr,5,MTR VEGETABLE UPMA 60g,MTR VEGETABLE UPMA ,60g,20.0,10.0,1.0,111.7,202212668.0
664,"Food Grains, Oli and Masala",Cooking & Seasoning Edible Oils,Nature,5,NATURE FRESH SOY OIL 1l PP,NATURE FRESH SOY OIL ,1l PP,125.0,5.0,1.0,500.0,202212669.0
665,Beverages,Coffee,Nescafe,2,NESCAFE CLASSIC 25g JAR,NESCAFE CLASSIC ,25g JAR,75.0,6.0,1.0,345.72,202212670.0
666,Beverages,Coffee,Nescafe,1,NESCAFE CLASSIC DAWN JAR 50g,NESCAFE CLASSIC DAWN JAR ,50g,150.0,4.0,1.0,452.52,202212671.0
667,Chocolates,Chocolates,Nescafe,3,NESCAFE CLASSIC STICK 1.5g,NESCAFE CLASSIC STICK ,1.5g,2.0,3.0,1.0,284.79,202212672.0
668,Chocolates,Chocolates,Nestle,1,NESTLE KITKAT BROWNIE KUBE 50g,NESTLE KITKAT BROWNIE KUBE ,50g,60.0,12.0,1.0,575.64,202212673.0
669,Chocolates,Chocolates,Nestle,3,NESTLE KITKAT TRUFFLE 50g,NESTLE KITKAT TRUFFLE ,50g,55.0,12.0,1.0,527.64,202212674.0
670,Dairy and Bakery ,Dairy Whitener,Nestle,2,NESTLE MILKMAID 400g,NESTLE MILKMAID ,400g,125.0,6.0,1.0,616.02,202212675.0
671,Gourmet Foods,Confectionery,Nestle,4,NESTLE POLO 15g,NESTLE POLO ,15g,5.0,1.0,1.0,77.85,202212676.0
672,Beauty,Face Wash,Neutrogena,5,NEUTROGENA DP CLN FAC 200ml,NEUTROGENA DP CLN FAC ,200ml,440.0,2.0,1.0,637.4,202212677.0
673,Beauty,Hair Care & Hair Oil,Nihar,5,NIHAR SHANTI AmlA BDM OIL 78ML,NIHAR SHANTI AmlA BDM OIL ,78ML,20.0,12.0,1.0,177.6,202212678.0
674,Beauty,Hair Care & Hair Oil,Nihar,4,NIHAR SHANTI SARSO 70 ml,NIHAR SHANTI SARSO ,70 ml,20.0,6.0,1.0,90.06,202212679.0
675,Beauty,Skin Care,Nivea,3,NIVEA ALL IN 1FACE WASH(M)50 ml,NIVEA ALL IN ,1FACE WASH(M)50 ml,125.0,2.0,1.0,187.5,202212680.0
676,Beauty,Skin Care,Nivea,1,NIVEA BODY LTN ALOE 75 ml,NIVEA BODY LTN ALOE ,75 ml,95.0,2.0,1.0,142.5,202212681.0
677,Beauty,Skin Care,Nivea,4,NIVEA BODY LTN SMTH MILK 75 ml,NIVEA BODY LTN SMTH MILK ,75 ml,99.0,2.0,1.0,148.5,202212682.0
678,Beauty,Skin Care,Nivea,2,NIVEA CREME 100ml,NIVEA CREME ,100ml,149.0,3.0,1.0,358.35,202212683.0
679,Beauty,Skin Care,Nivea,1,NIVEA CREME 30ml,NIVEA CREME ,30ml,50.0,4.0,1.0,152.88,202212684.0
680,Beauty,Luxury Bathing ,Nivea,1,NIVEA DEO MALE INTENSE SHOWER GEL120 ml,NIVEA DEO MALE INTENSE SHOWER GEL,120 ml,250.0,2.0,1.0,359.38,202212685.0
681,Beauty,Luxury Bathing ,Nivea,2,NIVEA DEO MEN ENERGY SHOWER GEL  120 ml,NIVEA DEO MEN ENERGY SHOWER GEL  ,120 ml,250.0,5.0,1.0,378.3,202212686.0
682,Beauty,Luxury Bathing ,Nivea,5,NIVEA DEO MEN ICE COOL SHOWER GE; 120 ml,NIVEA DEO MEN ICE COOL SHOWER GE; ,120 ml,250.0,2.0,1.0,378.3,202212687.0
683,Beauty,Luxury Bathing ,Nivea,3,NIVEA FRANGIPANI SHWR GEL250 ml,NIVEA FRANGIPANI SHWR GEL,250 ml,199.0,2.0,1.0,295.68,202212688.0
684,Beauty,Skin Care,Nivea,3,NIVEA LIP BLACKBERRY 4.8 g,NIVEA LIP BLACKBERRY ,4.8 g,185.0,2.0,1.0,263.34,202212689.0
685,Beauty,Skin Care,Nivea,2,NIVEA LIP F.SHINE POMO 4.8g B&S,NIVEA LIP F.SHINE POMO ,4.8g B&S,0.0,4.0,1.0,540.64,202212690.0
686,Beauty,Skin Care,Nivea,2,NIVEA LIP STRAWBERRY 4.8g,NIVEA LIP STRAWBERRY ,4.8g,185.0,2.0,1.0,257.12,202212691.0
687,Beauty,Skin Care,Nivea,3,NIVEA LIPCARE CHERRY 4.8 g,NIVEA LIPCARE CHERRY ,4.8 g,185.0,3.0,1.0,385.68,202212692.0
688,Beauty,Skin Care,Nivea,2,NIVEA LIPCARE MEN 4.8 g,NIVEA LIPCARE MEN ,4.8 g,140.0,3.0,1.0,298.92,202212693.0
689,Beauty,Skin Care,Nivea,3,NIVEA LIPCARE PEACH 4.8 g,NIVEA LIPCARE PEACH ,4.8 g,185.0,2.0,1.0,263.34,202212694.0
690,Beauty,Skin Care,Nivea,2,NIVEA LIPCARE SOFT ROSE 4.8 g,NIVEA LIPCARE SOFT ROSE ,4.8 g,185.0,2.0,1.0,263.34,202212695.0
691,Beauty,Skin Care,Nivea,2,NIVEA LIPCARE WATERMELON 4.8g,NIVEA LIPCARE WATERMELON ,4.8g,185.0,1.0,1.0,128.56,202212696.0
692,Beauty,Face Wash,Nivea,4,NIVEA MEN CLN OC ACNE FW 50g,NIVEA MEN CLN OC ACNE FW ,50g,99.0,2.0,1.0,148.5,202212697.0
693,Personal Care,Deodrant ,Nivea,4,NIVEA MEN COOLKICK ROLLON 25ml,NIVEA MEN COOLKICK ROLLON ,25ml,99.0,3.0,1.0,207.94,202212698.0
694,Beauty,Face Wash,Nivea,5,NIVEA MEN F.WASH OILCNTRL 50g,NIVEA MEN F.WASH OILCNTRL ,50g,99.0,2.0,1.0,148.5,202212699.0
695,Beauty,Face Wash,Nivea,1,NIVEA SAFRON FACE WASH 50g,NIVEA SAFRON FACE WASH ,50g,90.0,3.0,1.0,195.45,202212700.0
696,Beauty,Luxury Bathing ,Nivea,4,NIVEA SHRGEL CREME CARE 100 ml,NIVEA SHRGEL CREME CARE ,100 ml,85.0,3.0,1.0,187.92,202212701.0
697,Beauty,Luxury Bathing ,Nivea,1,NIVEA SHRGEL CRÈME SOFT 100 ml,NIVEA SHRGEL CRÈME SOFT ,100 ml,85.0,3.0,1.0,187.92,202212702.0
698,Beauty,Luxury Bathing ,Nivea,2,NIVEA SHRGEL LEMON&OIL 250 ml,NIVEA SHRGEL LEMON&OIL ,250 ml,199.0,2.0,1.0,295.68,202212703.0
699,Beauty,Luxury Bathing ,Nivea,1,NIVEA SHRGEL LILY & OIL 250 ml,NIVEA SHRGEL LILY & OIL ,250 ml,199.0,2.0,1.0,301.14,202212704.0
700,Beauty,Luxury Bathing ,Nivea,4,NIVEA SOAP CRMSOFT 4*125g B2G2,NIVEA SOAP CRMSOFT ,4*125g B2G2,170.0,3.0,1.0,385.92,202212705.0
701,Household ,Insect Repellent,Odomos,3,ODOMOS NATURL MOSQ REP CREAM 50g,ODOMOS NATURL MOSQ REP CREAM ,50g,50.0,6.0,1.0,213.84,202212708.0
702,Household ,Air Freshner,Odonil,4,ODONIL AERO JSMN153g+108g FREE,ODONIL AERO JSMN,153g+108g FREE,149.0,3.0,1.0,310.5,202212709.0
703,Household ,Air Freshner,Odonil,5,ODONIL AERO ROSE153g+108g FREE,ODONIL AERO ROSE,153g+108g FREE,149.0,3.0,1.0,310.5,202212710.0
704,Household ,Air Freshner,Odonil,3,ODONIL AEROCITRS153g+108g FREE,ODONIL AEROCITRS,153g+108g FREE,149.0,3.0,1.0,310.5,202212711.0
705,Household ,Air Freshner,Odonil,5,ODONIL FRSHNR SNDL BOUQUT270 ml,ODONIL FRSHNR SNDL BOUQUT,270 ml,149.0,3.0,1.0,254.91,202212712.0
706,Household ,Air Freshner,Odonil,3,ODONIL ZIPPER JASMINE 10g,ODONIL ZIPPER JASMINE ,10g,55.0,3.0,1.0,119.13,202212713.0
707,Beauty,Face Wash,Olay,2,OLAY NATURAL WHITE INST GLW 20g,OLAY NATURAL WHITE INST GLW ,20g,99.0,4.0,1.0,281.52,202212714.0
708,Personal Care,Deodrant ,Old Spice,1,OLD SPICE NOMAD DEO 140ml,OLD SPICE NOMAD DEO ,140ml,249.0,2.0,1.0,360.7,202212715.0
709,Personal Care,Deodrant ,Old Spice,1,OLD SPICE ORG ASL ATOMIZER 150 ml,OLD SPICE ORG ASL ATOMIZER ,150 ml,0.0,2.0,1.0,349.4,202212716.0
710,Hygiene and Beauty,Oral Care,Oral-B ,1,ORAL-B 123 CVTY DEF SOFT 6S TB,ORAL-B ,123 CVTY DEF SOFT 6S TB,99.0,3.0,1.0,206.31,202212717.0
711,Hygiene and Beauty,Oral Care,Oral-B ,3,ORAL-B ANTI-BACTERIAL TB 1u,ORAL-B ANTI-BACTERIAL TB ,1u,89.0,3.0,1.0,185.46,202212718.0
712,Hygiene and Beauty,Oral Care,Oral-B ,3,ORAL-B GUMCARE CRISCROS TB B2g,ORAL-B GUMCARE CRISCROS TB B,2g,150.0,5.0,1.0,520.95,202212719.0
713,Hygiene and Beauty,Oral Care,Oral-B ,4,ORAL-B NEEM TB B2G1,ORAL-B NEEM TB B,2G1,70.0,3.0,1.0,145.86,202212720.0
714,Hygiene and Beauty,Oral Care,Oral-B ,5,ORAL-B PROHEALTH VALUE PACK TB 1u,ORAL-B PROHEALTH VALUE PACK TB ,1u,0.0,2.0,1.0,172.36,202212721.0
715,Hygiene and Beauty,Oral Care,Oral-B ,3,ORAL-B PROHLTH NEEM SFT TB B2g,ORAL-B PROHLTH NEEM SFT TB B,2g,130.0,3.0,1.0,270.9,202212722.0
716,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Oragnic Tattva,4,ORGANIC TATTVA BLACK MUSTARD 100 gm,ORGANIC TATTVA BLACK MUSTARD ,100 gm,25.0,5.0,1.0,83.35,202212723.0
717,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Oragnic Tattva,2,ORGANIC TATTVA CINNAMON 50g,ORGANIC TATTVA CINNAMON ,50g,70.0,4.0,1.0,186.72,202212724.0
718,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Oragnic Tattva,4,ORGANIC TATTVA JOWAR FLOUR 500g,ORGANIC TATTVA JOWAR FLOUR ,500g,60.0,2.0,1.0,80.02,202212725.0
719,Beauty,Hair Care & Hair Oil,Pantene,3,PANTENE HAIRFALL CTRL SH 180 ml,PANTENE HAIRFALL CTRL SH ,180 ml,120.0,2.0,1.0,188.32,202212731.0
720,Beauty,Hair Care & Hair Oil,Pantene,3,PANTENE HRFL CTRL SH RS4 PK64,PANTENE HRFL CTRL SH RS,4 PK64,4.0,1.0,64.0,171.53,202212732.0
721,Beauty,Hair Care & Hair Oil,Pantene,3,PANTENE LIVELY CLN SH RS4 PK64,PANTENE LIVELY CLN SH RS,4 PK64,4.0,2.0,64.0,337.26,202212733.0
722,Beauty,Hair Care & Hair Oil,Pantene,4,PANTENE SMOOTH&SILKY SH 180 ml,PANTENE SMOOTH&SILKY SH ,180 ml,120.0,4.0,1.0,363.2,202212734.0
723,Beauty,Hair Care & Hair Oil,Pantene,2,PANTENE SMTH&SILK SH RS4 PK64,PANTENE SMTH&SILK SH RS,4 PK64,4.0,1.0,64.0,171.53,202212735.0
724,Beauty,Hair Care & Hair Oil,Parachute,4,PARACHUTE ADV AYUR HOTOIL 190ml,PARACHUTE ADV AYUR HOTOIL ,190ml,110.0,3.0,1.0,248.94,202212736.0
725,Beauty,Hair Care & Hair Oil,Parachute,4,PARACHUTE ADVALOVER HAIR OIL 75 ml,PARACHUTE ADVALOVER HAIR OIL ,75 ml,39.0,12.0,1.0,351.6,202212737.0
726,Beauty,Hair Care & Hair Oil,Parachute,3,PARACHUTE COCONUT OIL FT 100ml,PARACHUTE COCONUT OIL FT ,100ml,39.0,6.0,1.0,197.46,202212738.0
727,Beauty,Hair Care & Hair Oil,Parachute,3,PARACHUTE COCONUT OIL FT 600 ml,PARACHUTE COCONUT OIL FT ,600 ml,250.0,2.0,1.0,360.02,202212739.0
728,Beauty,Hair Care & Hair Oil,Parachute,4,PARACHUTE COCONUT OIL JAR100ml,PARACHUTE COCONUT OIL JAR,100ml,36.0,6.0,1.0,180.9,202212740.0
729,Beauty,Hair Care & Hair Oil,Parachute,4,PARACHUTE COCONUT OIL JAR200ml,PARACHUTE COCONUT OIL JAR,200ml,82.0,4.0,1.0,259.04,202212741.0
730,Beauty,Hair Care & Hair Oil,Parachute,5,PARACHUTE JASMINE OIL 24 ml PK6,PARACHUTE JASMINE OIL ,24 ml PK6,10.0,2.0,6.0,91.34,202212742.0
731,Personal Care,Deodrant ,Park Avenue,4,PARK AVENUE DEO COOL BLUE 220 ml,PARK AVENUE DEO COOL BLUE ,220 ml,280.0,2.0,1.0,405.62,202212743.0
732,Personal Care,Deodrant ,Park Avenue,5,PARK AVENUE DEO GOOD MORNING 150m,PARK AVENUE DEO GOOD MORNING ,150m,199.0,2.0,1.0,288.28,202212744.0
733,Personal Care,Deodrant ,Park Avenue,5,PARK AVENUE DEO STORM 250 ml,PARK AVENUE DEO STORM ,250 ml,280.0,2.0,1.0,405.62,202212745.0
734,Personal Care,Deodrant ,Park Avenue,5,PARK AVENUE GMNG 2X PRFM 150 ml,PARK AVENUE GMNG ,2X PRFM 150 ml,0.0,2.0,1.0,288.28,202212746.0
735,Beauty,Skin Care,Park Avenue,5,PARK AVENUE SOAP 75g 3+1,PARK AVENUE SOAP ,75g 3+1,90.0,3.0,1.0,177.96,202212747.0
736,Personal Care,Deodrant ,Park Avenue,5,PARK AVENUE VOYAGE DEO150ml,PARK AVENUE VOYAGE DEO,150ml,240.0,1.0,1.0,327.12,202212748.0
737,Personal Care,Hair Care & Hair Oil,Park Avenue,3,PARKAVENUE BEER SHAMPOO 70 ml,PARKAVENUE BEER SHAMPOO ,70 ml,40.0,2.0,1.0,49.16,202212749.0
738,Gourmet Foods,Cookies and Biscuits,Parle,2,PARLE 20-20 BUTTER 200g,PARLE ,20-20 BUTTER 200g,20.0,6.0,1.0,81.36,202212750.0
739,Gourmet Foods,Cookies and Biscuits,Parle,3,PARLE 20-20 COOKIES CSHW 200g,PARLE ,20-20 COOKIES CSHW 200g,25.0,4.0,1.0,67.8,202212751.0
740,Gourmet Foods,Cookies and Biscuits,Parle,2,PARLE 20-20 GOLD BUTTER 150g,PARLE ,20-20 GOLD BUTTER 150g,25.0,6.0,1.0,113.52,202212752.0
741,Gourmet Foods,Cookies and Biscuits,Parle,4,PARLE CAFFE MOCHA 120g,PARLE CAFFE MOCHA ,120g,30.0,15.0,1.0,340.5,202212753.0
742,Gourmet Foods,Cookies and Biscuits,Parle,4,PARLE CHEESLING JAR 150 gm,PARLE CHEESLING JAR ,150 gm,60.0,4.0,1.0,181.6,202212754.0
743,Gourmet Foods,Cookies and Biscuits,Parle,5,PARLE CHEESLING JAR 150 gm,PARLE CHEESLING JAR ,150 gm,60.0,4.0,1.0,181.6,202212755.0
744,Gourmet Foods,Cookies and Biscuits,Parle,4,PARLE G 55+10g ,PARLE G ,55+10g ,5.0,2.0,24.0,184.9,202212756.0
745,Gourmet Foods,Cookies and Biscuits,Parle,5,PARLE G GOLD 200g,PARLE G GOLD ,200g,25.0,12.0,1.0,227.04,202212757.0
746,Gourmet Foods,Cookies and Biscuits,Parle,5,PARLE H&S BLK BRBN CHOCO 300g,PARLE H&S BLK BRBN CHOCO ,300g,100.0,3.0,1.0,170.34,202212758.0
747,Gourmet Foods,Cookies and Biscuits,Parle,3,PARLE H&S CHOCO 120g,PARLE H&S CHOCO ,120g,30.0,15.0,1.0,340.5,202212759.0
748,Gourmet Foods,Cookies and Biscuits,Parle,4,PARLE H&S CHOCO 350g,PARLE H&S CHOCO ,350g,100.0,2.0,1.0,127.12,202212760.0
749,Gourmet Foods,Cookies and Biscuits,Parle,3,PARLE H&S CHOCO 412.5g,PARLE H&S CHOCO ,412.5g,0.0,1.0,1.0,95.34,202212761.0
750,Gourmet Foods,Cookies and Biscuits,Parle,4,PARLE H&S CHOCO 412.5g,PARLE H&S CHOCO ,412.5g,0.0,2.0,1.0,190.68,202212762.0
751,Gourmet Foods,Cookies and Biscuits,Parle,5,PARLE HIDE N SEEK CHOCOROLLS 75 gm,PARLE HIDE N SEEK CHOCOROLLS ,75 gm,30.0,8.0,1.0,162.72,202212763.0
752,Gourmet Foods,Cookies and Biscuits,Parle,4,PARLE HIDE&SEEK CHOC ROLL120g,PARLE HIDE&SEEK CHOC ROLL,120g,50.0,6.0,1.0,227.04,202212764.0
753,Gourmet Foods,Cookies and Biscuits,Parle,3,PARLE KACCHA MANGO 831+41.55GX,PARLE KACCHA MANGO ,831+41.55GX,150.0,1.0,1.0,105.54,202212765.0
